Index,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
565,Audi,103272,Gasoline,Automatic,Black,Brown,None reported,Yes,15500,13,310.0,3.0,6.0
566,BMW,1160,Gasoline,Manual,Grey,Black,None reported,Yes,73600,2,453.0,3.0,6.0
567,RAM,107714,Gasoline,Automatic,Black,Black,None reported,Yes,34918,6,,5.7,
568,Audi,111773,Gasoline,Automatic,Brown,Other,None reported,Yes,17000,12,211.0,2.0,4.0
569,Cadillac,54002,Gasoline,Automatic,Black,Other,Accident reported,Yes,22500,6,304.0,3.6,6.0
570,Volkswagen,87000,Gasoline,Unknown,Grey,Grey,Accident reported,Yes,13000,9,150.0,1.4,4.0
571,Ford,49700,Gasoline,Manual,Blue,Black,None reported,Yes,31700,9,350.0,2.3,4.0
572,Mercedes-Benz,34500,Gasoline,Automatic,Grey,Black,None reported,Yes,64600,8,503.0,4.0,8.0
573,Ford,31729,Gasoline,Automatic,Other,Other,Accident reported,Yes,29614,4,,1.5,
574,Jeep,7388,Gasoline,Automatic,Red,Black,None reported,Yes,43663,4,,3.6,
575,BMW,41550,Hybrid,Unknown,Silver,Black,None reported,Yes,20995,8,247.0,2.0,4.0
576,Mercedes-Benz,44486,Gasoline,Automatic,Grey,Black,None reported,Unknown,25625,7,,2.0,
577,Acura,20750,Gasoline,Automatic,Black,Black,None reported,Yes,33000,12,300.0,3.7,6.0
578,Genesis,12000,Gasoline,Automatic,Green,Other,None reported,Yes,41000,3,365.0,3.3,6.0
579,Lexus,14206,Gasoline,Automatic,Black,Black,None reported,Yes,98000,4,383.0,5.7,8.0
580,Jeep,31700,Gasoline,Automatic,Grey,Black,None reported,Yes,43500,3,293.0,3.6,6.0
581,Hyundai,13044,Hybrid,Automatic,Blue,Grey,Accident reported,Yes,24999,3,139.0,1.6,4.0
582,Kia,100730,Gasoline,Automatic,Gold,Gold,None reported,Yes,6975,16,173.0,2.7,6.0
583,BMW,5338,Hybrid,Automatic,Blue,White,None reported,Yes,76500,2,389.0,3.0,6.0
584,Ford,85149,Gasoline,Automatic,White,Other,None reported,Unknown,23598,11,,,
585,BMW,48291,Gasoline,Unknown,Grey,Brown,None reported,Yes,67250,7,567.0,4.4,8.0
586,Volkswagen,111887,Gasoline,Automatic,Blue,Grey,None reported,Yes,14000,24,140.0,2.8,6.0
587,Rolls-Royce,79000,Gasoline,Automatic,Silver,Black,None reported,Yes,69000,15,563.0,6.6,12.0
588,Lincoln,125000,Gasoline,Unknown,Grey,Other,None reported,Yes,26500,9,380.0,3.5,6.0
589,Mercedes-Benz,13777,Gasoline,Automatic,Black,Black,Accident reported,Yes,39777,3,221.0,2.0,4.0
590,RAM,14920,Gasoline,Automatic,Black,Black,None reported,Yes,41741,3,,3.6,
591,Jeep,14627,Gasoline,Automatic,Black,Other,None reported,Unknown,56740,3,,3.6,
592,Volvo,90050,Gasoline,Automatic,Brown,Other,None reported,Yes,5800,15,235.0,3.2,6.0
593,Subaru,45000,Gasoline,Manual,Blue,Black,Accident reported,Yes,25000,11,200.0,2.0,4.0
594,Chevrolet,7666,Gasoline,Automatic,Red,Black,None reported,Yes,39500,27,340.0,5.7,8.0
595,Hummer,89900,Gasoline,Automatic,Red,Other,None reported,Yes,29994,19,325.0,6.0,8.0
596,Audi,14724,Hybrid,Automatic,White,Black,None reported,Unknown,101998,4,,,
597,Ford,132000,Gasoline,Unknown,Black,Black,Accident reported,Yes,10999,14,305.0,3.7,6.0
598,GMC,32652,Gasoline,Automatic,Red,Brown,None reported,Yes,6500,15,182.0,2.4,4.0
599,Land,36632,Gasoline,Automatic,Blue,Blue,Unknown,Unknown,72567,7,518.0,5.0,8.0
600,Jeep,11164,Gasoline,Automatic,Black,Black,None reported,Yes,37500,3,293.0,3.6,6.0
601,BMW,22655,Gasoline,Automatic,Silver,Black,None reported,Yes,63999,5,425.0,3.0,6.0
602,Mercedes-Benz,9500,Gasoline,Unknown,Grey,Grey,None reported,Yes,135000,6,630.0,4.0,8.0
603,Chevrolet,10300,Gasoline,Manual,Black,Black,None reported,Yes,29900,4,335.0,3.6,6.0
604,BMW,48000,Gasoline,Automatic,Blue,Black,None reported,Yes,54000,7,567.0,4.4,8.0
605,Mercedes-Benz,138000,Gasoline,Automatic,Silver,Black,Accident reported,Yes,10000,18,382.0,5.5,8.0
606,RAM,24058,Gasoline,Automatic,Red,Black,None reported,Unknown,81900,3,,6.2,
607,Audi,31500,Gasoline,Automatic,Grey,Black,None reported,Yes,67000,9,560.0,4.0,8.0
608,Porsche,19701,Gasoline,Automatic,Other,Other,None reported,Unknown,55998,5,,,
609,Genesis,10200,Gasoline,Automatic,White,Black,None reported,Yes,50500,3,375.0,3.5,6.0
610,Aston,62378,Gasoline,Manual,Red,Other,Accident reported,Yes,33995,17,380.0,4.3,8.0
611,Nissan,84200,Gasoline,Manual,Silver,Grey,None reported,Yes,10200,19,300.0,3.5,6.0
612,Toyota,138700,E85 Flex Fuel,Automatic,White,Grey,Accident reported,Yes,18800,12,381.0,5.7,8.0
613,Chevrolet,41050,Gasoline,Automatic,Grey,Grey,None reported,Yes,62900,4,355.0,5.3,8.0
614,Jeep,39192,Gasoline,Automatic,White,Black,None reported,Unknown,24590,5,,2.4,
615,BMW,7758,Gasoline,Automatic,Black,Black,None reported,Unknown,47998,3,,,
616,Ford,31654,Gasoline,Automatic,Red,Other,None reported,Unknown,33410,4,,1.5,
617,Mercedes-Benz,63000,Gasoline,Automatic,White,Black,Accident reported,Yes,42000,8,469.0,4.0,8.0
618,Volvo,257700,Gasoline,Manual,Red,Other,None reported,Yes,3550,20,218.0,2.5,5.0
619,Mercedes-Benz,57000,Gasoline,Automatic,White,Black,Accident reported,Yes,29500,8,302.0,3.5,6.0
620,Chevrolet,89000,Gasoline,Automatic,Grey,Grey,None reported,Yes,29999,8,355.0,5.3,8.0
621,Chevrolet,134500,Gasoline,Automatic,Black,Black,None reported,Yes,28000,10,355.0,5.3,8.0
622,Acura,15895,Gasoline,Automatic,Black,Other,None reported,Unknown,47950,3,,3.5,
623,Bentley,15109,Gasoline,Automatic,Other,Other,Unknown,Unknown,162950,5,,6.0,
624,Rolls-Royce,398,Gasoline,Automatic,Silver,Blue,None reported,Yes,695000,3,,6.7,
625,Genesis,20319,Gasoline,Unknown,White,Black,None reported,Yes,44249,3,300.0,2.5,4.0
626,Pontiac,158000,Gasoline,Automatic,White,Black,Accident reported,Yes,2500,26,200.0,3.8,6.0
627,Lexus,40906,Gasoline,Automatic,Black,Black,None reported,Unknown,51998,4,,,
628,BMW,33749,Gasoline,Automatic,Blue,Red,None reported,Unknown,85998,5,,,
629,BMW,1120,Gasoline,Automatic,Grey,White,None reported,Yes,92900,2,503.0,3.0,6.0
630,Jeep,26088,Gasoline,Automatic,Silver,Black,None reported,Unknown,38383,4,,3.6,
631,Kia,14950,Gasoline,Automatic,Silver,Grey,Accident reported,Yes,24000,3,147.0,2.0,4.0
632,Kia,47466,Gasoline,Automatic,Silver,Black,None reported,Unknown,14699,7,147.0,2.0,
633,BMW,10376,Gasoline,Automatic,Other,Black,None reported,Unknown,98900,3,,4.4,
634,RAM,18500,Gasoline,Automatic,White,Black,None reported,Yes,41950,4,280.0,3.6,6.0
635,Volkswagen,24596,Gasoline,Automatic,Black,Black,None reported,Unknown,38322,4,,3.6,
636,Hyundai,2905,Gasoline,Automatic,Silver,Black,None reported,Unknown,27599,4,,2.5,
637,Jaguar,71290,Gasoline,Automatic,Brown,Black,Accident reported,Yes,21000,10,340.0,3.0,6.0
638,Audi,15000,Hybrid,Automatic,Grey,Black,None reported,Yes,63000,3,335.0,3.0,6.0
639,INFINITI,37900,Gasoline,Automatic,Grey,Black,None reported,Yes,22000,8,208.0,2.0,4.0
640,Mercedes-Benz,2000,Gasoline,Unknown,Black,Black,Unknown,Unknown,244896,3,577.0,4.0,8.0
641,Mercedes-Benz,32500,Gasoline,Automatic,Black,Black,None reported,Yes,43500,6,385.0,3.0,6.0
642,Mitsubishi,61491,Gasoline,Manual,Blue,Black,Accident reported,Yes,28000,22,271.0,2.0,4.0
643,Jeep,77634,Gasoline,Automatic,Other,Black,None reported,Unknown,24590,12,,3.6,
644,Audi,83000,Diesel,Automatic,Black,Black,Accident reported,Yes,18999,10,150.0,2.0,4.0
645,Volkswagen,121800,Gasoline,Manual,Black,Black,None reported,Yes,4300,23,174.0,2.8,6.0
646,BMW,65852,Gasoline,Automatic,Black,Other,None reported,Unknown,68998,5,,,
647,Bentley,1335,Gasoline,Automatic,Other,Other,None reported,Yes,272950,2,,4.0,
648,Mercedes-Benz,83315,Gasoline,Automatic,White,White,None reported,Yes,15000,11,208.0,2.0,4.0
649,BMW,18421,Hybrid,Automatic,Black,Black,Unknown,Unknown,85000,6,369.0,1.5,3.0
650,Lexus,101000,Hybrid,Automatic,Black,Black,Accident reported,Yes,16500,10,134.0,1.8,4.0
651,Toyota,29322,Gasoline,Automatic,Grey,Black,None reported,Unknown,44999,3,,3.4,
652,Mercedes-Benz,23900,Gasoline,Automatic,White,Black,None reported,Yes,35999,6,241.0,2.0,4.0
653,Mercedes-Benz,40515,Gasoline,Automatic,Black,Black,Accident reported,Unknown,47999,9,,4.0,
654,Ford,67516,Gasoline,Automatic,Grey,Other,None reported,Yes,36994,5,,3.5,
655,Mazda,155000,Gasoline,Automatic,Silver,Black,None reported,Yes,8300,15,273.0,3.7,6.0
656,Honda,26998,Gasoline,Automatic,Black,Black,None reported,Unknown,35557,6,,3.5,
657,Bentley,18500,Gasoline,Automatic,Black,Brown,None reported,Yes,115000,7,600.0,6.0,12.0
658,MINI,137600,Gasoline,Manual,Gold,Black,None reported,Yes,6880,16,172.0,1.6,4.0
659,Nissan,125500,Gasoline,Automatic,Black,Other,None reported,Yes,3950,20,245.0,3.5,6.0
660,Bentley,22039,Gasoline,Automatic,White,Black,None reported,Yes,113990,6,542.0,4.0,8.0
661,Nissan,137483,Gasoline,Automatic,White,Grey,None reported,Yes,3200,14,188.0,1.6,4.0
662,Ford,67500,Gasoline,Automatic,Grey,Black,None reported,Yes,40500,6,375.0,3.5,6.0
663,Ford,52000,Gasoline,Automatic,Grey,Brown,Accident reported,Yes,53722,5,375.0,3.5,6.0
664,Lamborghini,10000,Gasoline,Automatic,Red,Black,None reported,Yes,259000,19,571.0,6.2,12.0
665,Chevrolet,195361,Gasoline,Unknown,Black,Black,Accident reported,Yes,26000,8,355.0,5.3,8.0
666,Bentley,32500,Gasoline,Automatic,Black,Other,Accident reported,Yes,103000,7,600.0,6.0,12.0
667,BMW,14806,Gasoline,Unknown,Black,Black,Accident reported,Yes,81330,6,601.0,6.6,12.0
668,Genesis,11000,Gasoline,Automatic,White,Other,Accident reported,Yes,48950,3,300.0,2.5,4.0
669,Chevrolet,92530,E85 Flex Fuel,Automatic,Red,Black,Accident reported,Yes,18500,14,320.0,5.3,8.0
670,Dodge,34845,Gasoline,Automatic,White,Black,Accident reported,Yes,30000,8,295.0,3.6,6.0
671,Porsche,16280,Gasoline,Unknown,Red,Black,None reported,Yes,85500,7,365.0,2.5,4.0
672,Porsche,77000,Gasoline,Automatic,Red,Other,None reported,Yes,32000,14,265.0,2.9,6.0
673,Porsche,63000,Gasoline,Automatic,Black,Other,Accident reported,Yes,38500,15,500.0,4.8,8.0
674,Lexus,39700,Gasoline,Automatic,White,Other,None reported,Yes,25500,9,268.0,3.5,6.0
675,Kia,103111,Hybrid,Automatic,Silver,Other,Accident reported,Yes,9200,12,199.0,2.4,4.0
676,Land,75897,Gasoline,Automatic,Black,Black,None reported,Unknown,35998,6,,,
677,Jaguar,55000,Gasoline,Unknown,Grey,Red,None reported,Yes,34000,8,380.0,3.0,6.0
678,Lexus,114000,Gasoline,Automatic,Silver,Grey,Accident reported,Yes,13450,20,270.0,4.7,8.0
679,Mercedes-Benz,80124,Gasoline,Automatic,Black,Black,None reported,Yes,17500,14,382.0,5.5,8.0
680,BMW,7000,Gasoline,Unknown,Grey,Grey,None reported,Yes,144900,2,600.0,4.4,8.0
681,RAM,4285,Gasoline,Automatic,Red,Black,None reported,Yes,65688,2,,5.7,
682,Lamborghini,17175,Gasoline,Automatic,Other,Other,None reported,Unknown,234900,6,,5.2,
683,Toyota,34049,Hybrid,Automatic,Blue,Other,None reported,Unknown,37999,8,,3.5,
684,Audi,16000,Unknown,Automatic,White,Other,Accident reported,Yes,39990,6,355.0,,
685,GMC,95000,Gasoline,Automatic,White,Grey,None reported,Yes,25000,29,290.0,7.4,8.0
686,Land,59355,Gasoline,Automatic,Black,Other,None reported,Yes,72995,5,,,
687,Chevrolet,31000,Unknown,Automatic,Red,White,None reported,Yes,36000,3,200.0,,
688,BMW,19300,Gasoline,Automatic,White,Red,None reported,Yes,36000,6,335.0,3.0,6.0
689,Cadillac,155000,E85 Flex Fuel,Automatic,Red,Other,Accident reported,Yes,16900,16,403.0,6.2,8.0
690,Scion,120010,Gasoline,Automatic,Grey,Black,Accident reported,Yes,6500,15,161.0,2.4,4.0
691,Kia,152520,Gasoline,Automatic,White,Other,None reported,Yes,10900,13,200.0,2.4,4.0
692,Honda,58981,Unknown,Automatic,White,Other,None reported,Yes,9599,32,,,
693,Maserati,32000,Gasoline,Unknown,Red,Other,Accident reported,Yes,2954083,20,394.0,4.2,8.0
694,Porsche,47000,Gasoline,Unknown,Black,Brown,None reported,Yes,50000,10,520.0,4.8,8.0
695,Genesis,2046,Gasoline,Automatic,Green,Grey,None reported,Yes,43499,2,252.0,2.0,4.0
696,Chevrolet,24965,Gasoline,Automatic,Black,Black,Accident reported,Yes,22995,4,,1.2,
697,Toyota,108000,Gasoline,Automatic,Other,Grey,None reported,Yes,7850,20,160.0,2.4,4.0
698,Toyota,76000,Gasoline,Automatic,Red,Grey,None reported,Yes,18300,10,266.0,3.5,6.0
699,Porsche,30000,Gasoline,Automatic,Black,Brown,None reported,Yes,78500,11,400.0,3.8,6.0
700,Volvo,59271,Gasoline,Automatic,Blue,Black,None reported,Yes,29900,10,325.0,3.0,6.0
701,Lexus,1500,Gasoline,Automatic,Grey,Black,Unknown,Unknown,119500,2,409.0,3.4,6.0
702,BMW,52500,Hybrid,Unknown,Blue,Black,Accident reported,Yes,24950,8,247.0,2.0,4.0
703,Tesla,23100,Unknown,Automatic,Blue,White,None reported,Yes,36495,5,425.0,,
704,FIAT,45000,Gasoline,Manual,Grey,Black,Accident reported,Yes,22500,8,164.0,1.4,4.0
705,Dodge,179000,Gasoline,Automatic,Black,Black,Accident reported,Yes,6500,23,245.0,5.9,8.0
706,Toyota,1500,Gasoline,Manual,Grey,Orange,None reported,Yes,84900,2,382.0,3.0,6.0
707,BMW,38671,Hybrid,Automatic,Grey,Other,None reported,Unknown,66998,3,,,
708,Jeep,135465,Gasoline,Automatic,Black,Grey,None reported,Yes,15750,18,205.0,3.8,6.0
709,MINI,79000,Gasoline,Unknown,White,Black,None reported,Yes,17000,11,181.0,1.6,4.0
710,Nissan,42259,Gasoline,Automatic,Black,Black,Accident reported,Yes,17000,13,290.0,3.5,6.0
711,Toyota,159890,Gasoline,Automatic,Blue,Grey,Accident reported,Yes,6500,19,225.0,3.3,6.0
712,Maserati,2200,Hybrid,Unknown,Black,Red,None reported,Yes,75000,2,325.0,2.0,4.0
713,Lexus,15833,Hybrid,Automatic,White,Other,None reported,Yes,52000,3,308.0,3.5,6.0
714,BMW,96000,Gasoline,Unknown,Black,Black,Accident reported,Yes,13500,12,240.0,2.0,4.0
715,BMW,72900,Gasoline,Automatic,Grey,Grey,None reported,Yes,15500,16,300.0,3.0,6.0
716,BMW,7121,Gasoline,Automatic,Grey,Black,None reported,Unknown,94998,4,,,
717,Hyundai,3402,Hybrid,Automatic,White,Black,None reported,Yes,44000,2,226.0,1.6,4.0
718,Volvo,73000,Gasoline,Automatic,Silver,Black,None reported,Yes,13900,12,227.0,2.5,5.0
719,Karma,21000,Unknown,Automatic,White,Black,None reported,Yes,51000,7,403.0,2.0,
720,BMW,30309,Hybrid,Automatic,Blue,Other,None reported,Unknown,63598,4,,,
721,Ford,24000,Unknown,Automatic,White,Black,None reported,Yes,38000,4,290.0,,
722,BMW,73000,Gasoline,Unknown,Black,Black,None reported,Yes,23999,9,320.0,3.0,6.0
723,Ford,26465,Gasoline,Automatic,White,Other,None reported,Unknown,24998,6,,2.0,
724,Volkswagen,26870,Gasoline,Automatic,Black,Grey,Accident reported,Yes,34645,5,,2.0,
725,Honda,184000,Gasoline,Automatic,Blue,Grey,Accident reported,Yes,10500,21,240.0,3.5,6.0
726,BMW,4514,Gasoline,Automatic,Grey,Black,None reported,Unknown,132998,3,,,
727,RAM,1300,Gasoline,Automatic,Red,Black,None reported,Yes,48000,3,410.0,6.4,8.0
728,Jeep,49924,Gasoline,Automatic,White,Black,None reported,Yes,26500,7,293.0,3.6,6.0
729,GMC,36526,Gasoline,Automatic,Red,Black,None reported,Yes,57850,6,420.0,6.2,8.0
730,BMW,37000,Gasoline,Unknown,Silver,Silver,None reported,Yes,45950,10,560.0,4.4,8.0
731,Acura,79884,Gasoline,Automatic,Grey,Grey,Accident reported,Unknown,24840,8,,3.5,
732,Volkswagen,30000,Gasoline,Unknown,Blue,Other,Accident reported,Yes,19000,9,170.0,1.8,4.0
733,BMW,11102,Gasoline,Automatic,Black,Black,None reported,Yes,101000,4,600.0,4.4,8.0
734,Ford,105500,Gasoline,Manual,Silver,Black,None reported,Yes,19000,13,412.0,5.0,8.0
735,BMW,31157,Gasoline,Automatic,Black,Other,None reported,Unknown,65998,6,,,
736,Kia,86204,Gasoline,Automatic,Silver,Black,Accident reported,Unknown,20708,6,,3.3,
737,BMW,80211,Gasoline,Automatic,Grey,Red,Accident reported,Yes,17995,11,300.0,3.0,6.0
738,Aston,25991,Gasoline,Automatic,Silver,Black,None reported,Yes,69995,15,420.0,4.7,8.0
739,Mercedes-Benz,73000,Gasoline,Automatic,Black,Black,None reported,Yes,8400,17,268.0,3.5,6.0
740,BMW,40989,Gasoline,Automatic,Black,Gold,None reported,Yes,35000,7,320.0,3.0,6.0
741,Dodge,102681,Gasoline,Manual,Red,Black,None reported,Yes,6000,15,158.0,2.0,4.0
742,Acura,123000,Gasoline,Unknown,Black,Black,Accident reported,Yes,13888,15,300.0,3.7,6.0
743,Jeep,160900,Gasoline,Automatic,Black,Other,Accident reported,Yes,7200,20,190.0,4.0,6.0
744,BMW,105000,Gasoline,Manual,Silver,Black,Accident reported,Yes,21900,14,414.0,4.0,8.0
745,Kia,1340,Hybrid,Automatic,Black,Black,None reported,Yes,41000,2,177.0,1.6,4.0
746,Ford,17850,Unknown,Automatic,Red,Black,None reported,Yes,41999,4,266.0,,
747,BMW,72277,Gasoline,Unknown,Grey,Red,None reported,Yes,34950,14,414.0,4.0,8.0
748,Jeep,7000,Hybrid,Automatic,Grey,Black,None reported,Yes,46000,2,285.0,3.6,6.0
749,Porsche,10627,Gasoline,Automatic,Other,Black,None reported,Unknown,99000,3,,2.9,
750,Ford,67015,Gasoline,Automatic,White,Other,None reported,Unknown,28590,5,,2.3,
751,BMW,19600,Gasoline,Automatic,Black,Black,Accident reported,Yes,62000,7,425.0,3.0,6.0
752,Ford,5800,Unknown,Automatic,White,White,None reported,Yes,42500,3,346.0,,
753,FIAT,33812,Unknown,Automatic,Silver,Black,None reported,Yes,14999,8,111.0,,
754,Cadillac,99897,Gasoline,Automatic,Black,Black,None reported,Yes,26950,10,420.0,6.2,8.0
755,Mercedes-Benz,127500,Gasoline,Unknown,White,White,None reported,Yes,29000,11,429.0,4.7,8.0
756,Ford,23842,Gasoline,Automatic,Grey,Other,None reported,Yes,59203,4,,3.5,
757,Rivian,2108,Unknown,Automatic,Silver,White,None reported,Yes,91000,2,835.0,,
758,BMW,65550,Gasoline,Unknown,Black,Black,None reported,Yes,39985,11,560.0,4.4,8.0
759,Lamborghini,22000,Gasoline,Unknown,White,Black,None reported,Yes,210000,8,573.0,5.2,10.0
760,Ford,15600,Gasoline,Unknown,Grey,Other,Accident reported,Yes,68995,3,315.0,2.7,6.0
761,Lexus,22400,Gasoline,Automatic,White,Red,None reported,Yes,81900,4,471.0,5.0,8.0
762,Lexus,89150,Gasoline,Automatic,White,Black,None reported,Yes,31900,10,360.0,4.6,8.0
763,BMW,15000,Gasoline,Automatic,Blue,Orange,None reported,Unknown,81000,2,,3.0,
764,Audi,49500,Gasoline,Automatic,Blue,Grey,None reported,Yes,25000,7,220.0,2.0,4.0
765,Audi,126000,Gasoline,Unknown,Grey,Black,Unknown,Unknown,13850,22,360.0,4.2,8.0
766,Volkswagen,85385,Gasoline,Manual,Grey,Black,None reported,Yes,15550,10,210.0,2.0,4.0
767,Cadillac,3000,Diesel,Automatic,White,Brown,None reported,Yes,123999,2,277.0,3.0,6.0
768,Hyundai,66126,Gasoline,Automatic,White,Grey,None reported,Unknown,19190,7,,2.0,
769,Toyota,1075,Gasoline,Manual,White,Black,None reported,Yes,35000,2,228.0,2.4,4.0
770,Ford,2489,Gasoline,Automatic,White,Black,None reported,Unknown,98900,2,,3.0,
771,Hyundai,25000,Gasoline,Automatic,Black,Grey,None reported,Yes,28500,4,191.0,2.5,4.0
772,Nissan,92000,Gasoline,Automatic,Black,Black,None reported,Yes,20900,8,390.0,5.6,8.0
773,Lexus,123500,Gasoline,Automatic,White,Grey,Accident reported,Yes,14500,17,263.0,4.7,8.0
774,Cadillac,105000,Gasoline,Automatic,Black,Black,Accident reported,Yes,12000,12,318.0,3.6,6.0
775,Audi,49000,Gasoline,Manual,Black,Black,None reported,Yes,63000,17,420.0,4.2,8.0
776,Jaguar,28357,Gasoline,Automatic,Black,Red,None reported,Unknown,47598,5,,,
777,Chevrolet,81000,E85 Flex Fuel,Automatic,Red,Grey,None reported,Yes,32000,7,285.0,4.3,6.0
778,Ford,45000,Gasoline,Unknown,Grey,Black,None reported,Yes,52000,4,375.0,3.5,6.0
779,Toyota,173456,E85 Flex Fuel,Automatic,Black,Grey,Accident reported,Yes,16000,14,381.0,5.7,8.0
780,BMW,13700,Hybrid,Automatic,Black,Other,Unknown,Unknown,60000,4,382.0,3.0,6.0
781,Audi,93400,Hybrid,Automatic,Silver,Brown,None reported,Yes,42500,6,335.0,3.0,6.0
782,Toyota,90000,Gasoline,Automatic,White,Other,None reported,Yes,18200,10,268.0,3.5,6.0
783,Porsche,40600,Gasoline,Automatic,Grey,Black,None reported,Yes,32000,8,252.0,2.0,4.0
784,Lexus,20121,Gasoline,Automatic,Grey,Red,None reported,Yes,47124,2,311.0,3.5,6.0
785,Mercedes-Benz,3921,Gasoline,Automatic,Black,White,None reported,Yes,175000,5,,2.0,
786,Lexus,187450,Gasoline,Automatic,Silver,Other,Accident reported,Yes,10400,14,275.0,3.5,6.0
787,Toyota,6400,Gasoline,Unknown,Grey,Black,None reported,Yes,68000,4,382.0,3.0,6.0
788,Mercedes-Benz,54500,Gasoline,Automatic,White,Black,None reported,Yes,37995,8,362.0,3.0,6.0
789,BMW,78500,Gasoline,Automatic,Red,Brown,Accident reported,Yes,42000,8,445.0,4.4,8.0
790,Chevrolet,75000,Gasoline,Automatic,Silver,Black,None reported,Yes,36000,7,355.0,5.3,8.0
791,Ford,89988,Gasoline,Automatic,Red,Red,Accident reported,Yes,42500,11,411.0,6.2,8.0
792,Subaru,107000,Gasoline,Automatic,Gold,Other,None reported,Yes,7100,20,250.0,3.0,6.0
793,Alfa,21400,Gasoline,Automatic,White,Black,None reported,Yes,28500,6,280.0,2.0,4.0
794,Mazda,83150,Gasoline,Automatic,White,Other,None reported,Yes,6950,18,244.0,2.3,4.0
795,Ford,92000,Diesel,Automatic,Black,Black,Accident reported,Yes,36500,7,250.0,3.0,6.0
796,Mercedes-Benz,15042,Gasoline,Automatic,Grey,Other,None reported,Unknown,54599,4,,2.0,
797,Audi,39000,Gasoline,Unknown,Black,Black,Accident reported,Yes,35000,8,333.0,3.0,6.0
798,RAM,67483,Gasoline,Automatic,Brown,Other,Accident reported,Yes,46500,8,410.0,6.4,8.0
799,Tesla,62089,Unknown,Automatic,Black,Other,None reported,Yes,29975,10,329.0,,
800,Audi,54300,Gasoline,Automatic,Black,Black,None reported,Yes,53500,8,605.0,4.0,8.0
801,Hyundai,30565,Hybrid,Automatic,Grey,Black,None reported,Yes,29000,3,192.0,2.0,4.0
802,Audi,142666,Gasoline,Automatic,Black,Black,Accident reported,Yes,22000,9,450.0,4.0,8.0
803,Ford,166200,Gasoline,Automatic,Blue,Grey,Accident reported,Yes,6999,16,207.0,4.0,6.0
804,INFINITI,88977,Hybrid,Automatic,Grey,Black,Accident reported,Yes,19977,10,354.0,3.5,6.0
805,BMW,114890,Gasoline,Unknown,White,Other,None reported,Yes,20990,14,414.0,4.0,8.0
806,Mercedes-Benz,171000,Gasoline,Automatic,Black,Black,Accident reported,Yes,4750,16,268.0,3.5,6.0
807,Ford,90067,Gasoline,Automatic,Black,Black,None reported,Unknown,28590,6,,3.5,
808,Chevrolet,97579,Gasoline,Unknown,Black,Black,Accident reported,Yes,15000,11,323.0,3.6,6.0
809,Mazda,52000,Gasoline,Manual,Black,Black,Accident reported,Yes,20500,8,155.0,2.0,4.0
810,Jeep,25968,Gasoline,Automatic,Other,Black,None reported,Unknown,38405,4,,3.6,
811,MINI,41680,Gasoline,Automatic,Silver,Black,None reported,Yes,17495,9,189.0,2.0,4.0
812,Saab,77200,Gasoline,Manual,Black,Other,None reported,Yes,7500,23,205.0,2.0,4.0
813,BMW,50000,Gasoline,Automatic,Blue,Gold,None reported,Yes,43000,6,335.0,3.0,6.0
814,Porsche,21613,Gasoline,Automatic,White,Other,None reported,Unknown,58998,4,,,
815,Audi,17377,Gasoline,Automatic,White,Other,None reported,Unknown,39998,3,,,
816,GMC,30426,Gasoline,Automatic,Other,Black,Unknown,Unknown,29645,5,,2.5,
817,Audi,153000,Gasoline,Manual,Blue,Blue,Accident reported,Yes,6500,20,250.0,2.7,6.0
818,Mercury,56600,Gasoline,Unknown,Silver,Black,None reported,Yes,23000,21,302.0,4.6,8.0
819,Hyundai,116612,Gasoline,Automatic,White,White,Accident reported,Yes,12700,10,311.0,3.8,6.0
820,Audi,72000,Gasoline,Automatic,Blue,Black,Accident reported,Yes,30000,7,354.0,3.0,6.0
821,Audi,39000,Hybrid,Automatic,Black,Brown,None reported,Yes,50000,6,335.0,3.0,6.0
822,Lincoln,149000,Gasoline,Automatic,Gold,Other,None reported,Yes,10099,17,300.0,5.4,8.0
823,BMW,19300,Gasoline,Manual,White,Silver,None reported,Yes,64000,7,425.0,3.0,6.0
824,Mazda,27836,Gasoline,Automatic,Grey,Red,None reported,Yes,36969,4,,2.5,
825,Chevrolet,3273,Gasoline,Unknown,Black,Red,None reported,Yes,78999,2,490.0,6.2,8.0
826,Ford,74349,Gasoline,Automatic,White,Other,None reported,Yes,36000,8,375.0,3.5,6.0
827,Ford,85000,Diesel,Automatic,White,Black,Accident reported,Yes,55000,6,450.0,6.7,8.0
828,Ferrari,2250,Gasoline,Automatic,Grey,Blue,None reported,Yes,259500,3,611.0,3.9,8.0
829,Mercedes-Benz,46100,Gasoline,Automatic,Black,Other,Accident reported,Yes,33000,8,362.0,3.0,6.0
830,Hyundai,49500,Gasoline,Automatic,Silver,Grey,None reported,Yes,28000,6,185.0,2.4,4.0
831,Mercedes-Benz,31130,Gasoline,Automatic,Black,Black,None reported,Yes,23500,13,302.0,3.5,6.0
832,Ford,149460,Diesel,Automatic,Blue,Grey,Accident reported,Yes,12240,17,350.0,6.4,8.0
833,Mercury,90000,Gasoline,Automatic,Blue,Other,Accident reported,Yes,15500,22,302.0,4.6,8.0
834,Ford,48000,E85 Flex Fuel,Automatic,White,Grey,None reported,Yes,57000,4,275.0,3.5,6.0
