,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,engine_size,horsepower,cylinder_count,log_transformed_price,car_age
592,Volvo,90050,Gasoline,Automatic,Brown,Other,no_accident,Yes,3.2,235.0,6.0,8.665785595466064,14
593,Subaru,45000,Gasoline,Manual,Blue,Black,yes_accident,Yes,2.0,200.0,4.0,10.12667110305036,10
594,Chevrolet,7666,Gasoline,Automatic,Red,Black,no_accident,Yes,5.7,340.0,8.0,10.584081267024454,26
595,Hummer,89900,Gasoline,Automatic,Red,Other,no_accident,Yes,6.0,325.0,8.0,10.308785980087194,18
596,Audi,14724,Hybrid,Automatic,White,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.532718288296781,3
597,Ford,132000,Gasoline,Unknown,Black,Black,yes_accident,Yes,3.7,305.0,6.0,9.305650551780507,13
598,GMC,32652,Gasoline,Automatic,Red,Brown,no_accident,Yes,2.4,182.0,4.0,8.77971129020447,14
599,Land,36632,Gasoline,Automatic,Blue,Blue,unknown,Unknown,5.0,518.0,8.0,11.19227933229478,6
600,Jeep,11164,Gasoline,Automatic,Black,Black,no_accident,Yes,3.6,293.0,6.0,10.53212287826962,2
601,BMW,22655,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.0,425.0,6.0,11.06663836234181,4
602,Mercedes-Benz,9500,Gasoline,Unknown,Grey,Grey,no_accident,Yes,4.0,630.0,8.0,11.813037464800539,5
603,Chevrolet,10300,Gasoline,Manual,Black,Black,no_accident,Yes,3.6,335.0,6.0,10.305647203635566,3
604,BMW,48000,Gasoline,Automatic,Blue,Black,no_accident,Yes,4.4,567.0,8.0,10.896757843893464,6
605,Mercedes-Benz,138000,Gasoline,Automatic,Silver,Black,yes_accident,Yes,5.5,382.0,8.0,9.210440366976517,17
606,RAM,24058,Gasoline,Automatic,Red,Black,no_accident,Unknown,6.2,331.9684177611007,6.254491996079713,11.313266479778829,2
607,Audi,31500,Gasoline,Automatic,Grey,Black,no_accident,Yes,4.0,560.0,8.0,11.112462823634855,8
608,Porsche,19701,Gasoline,Automatic,Other,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.933089112414988,4
609,Genesis,10200,Gasoline,Automatic,White,Black,no_accident,Yes,3.5,375.0,6.0,10.829748417047593,2
610,Aston,62378,Gasoline,Manual,Red,Other,yes_accident,Yes,4.3,380.0,8.0,10.433998149618517,16
611,Nissan,84200,Gasoline,Manual,Silver,Grey,no_accident,Yes,3.5,300.0,6.0,9.23024103368252,18
612,Toyota,138700,E85 Flex Fuel,Automatic,White,Grey,yes_accident,Yes,5.7,381.0,8.0,9.841665338892785,11
613,Chevrolet,41050,Gasoline,Automatic,Grey,Grey,no_accident,Yes,5.3,355.0,8.0,11.049317340813348,3
614,Jeep,39192,Gasoline,Automatic,White,Black,no_accident,Unknown,2.4,331.9684177611007,6.254491996079713,10.11013580132114,4
615,BMW,7758,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.778935456339678,2
616,Ford,31654,Gasoline,Automatic,Red,Other,no_accident,Unknown,1.5,331.9684177611007,6.254491996079713,10.41664046606121,3
617,Mercedes-Benz,63000,Gasoline,Automatic,White,Black,yes_accident,Yes,4.0,469.0,8.0,10.645448706505872,7
618,Volvo,257700,Gasoline,Manual,Red,Other,no_accident,Yes,2.5,218.0,5.0,8.174984532943087,19
619,Mercedes-Benz,57000,Gasoline,Automatic,White,Black,yes_accident,Yes,3.5,302.0,6.0,10.292179440058462,7
620,Chevrolet,89000,Gasoline,Automatic,Grey,Grey,no_accident,Yes,5.3,355.0,8.0,10.308952660644293,7
621,Chevrolet,134500,Gasoline,Automatic,Black,Black,no_accident,Yes,5.3,355.0,8.0,10.239995502805316,9
622,Acura,15895,Gasoline,Automatic,Black,Other,no_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.777934935151473,2
623,Bentley,15109,Gasoline,Automatic,Other,Other,unknown,Unknown,6.0,331.9684177611007,6.254491996079713,12.001204821098673,4
625,Genesis,20319,Gasoline,Unknown,White,Black,no_accident,Yes,2.5,300.0,4.0,10.697610650436076,2
626,Pontiac,158000,Gasoline,Automatic,White,Black,yes_accident,Yes,3.8,200.0,6.0,7.824445930877619,25
627,Lexus,40906,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.85897976660942,3
628,BMW,33749,Gasoline,Automatic,Blue,Red,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.362090947261063,4
629,BMW,1120,Gasoline,Automatic,Grey,White,no_accident,Yes,3.0,503.0,6.0,11.439289689006644,1
630,Jeep,26088,Gasoline,Automatic,Silver,Black,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,10.555395985079477,3
631,Kia,14950,Gasoline,Automatic,Silver,Grey,yes_accident,Yes,2.0,147.0,4.0,10.085850775128717,2
632,Kia,47466,Gasoline,Automatic,Silver,Black,no_accident,Unknown,2.0,147.0,6.254491996079713,9.595602772766828,6
633,BMW,10376,Gasoline,Automatic,Other,Black,no_accident,Unknown,4.4,331.9684177611007,6.254491996079713,11.501874628783144,2
634,RAM,18500,Gasoline,Automatic,White,Black,no_accident,Yes,3.6,280.0,6.0,10.6442575495135,3
635,Volkswagen,24596,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,10.553805517120653,3
636,Hyundai,2905,Gasoline,Automatic,Silver,Black,no_accident,Unknown,2.5,331.9684177611007,6.254491996079713,10.225571051705241,3
637,Jaguar,71290,Gasoline,Automatic,Brown,Black,yes_accident,Yes,3.0,340.0,6.0,9.952325334619427,9
638,Audi,15000,Hybrid,Automatic,Grey,Black,no_accident,Yes,3.0,335.0,6.0,11.050905878263567,2
639,INFINITI,37900,Gasoline,Automatic,Grey,Black,no_accident,Yes,2.0,208.0,4.0,9.99884318585288,7
640,Mercedes-Benz,2000,Gasoline,Unknown,Black,Black,unknown,Unknown,4.0,577.0,8.0,12.40859299296731,2
641,Mercedes-Benz,32500,Gasoline,Automatic,Black,Black,no_accident,Yes,3.0,385.0,6.0,10.680539205318292,5
642,Mitsubishi,61491,Gasoline,Manual,Blue,Black,yes_accident,Yes,2.0,271.0,4.0,10.239995502805316,21
643,Jeep,77634,Gasoline,Automatic,Other,Black,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,10.11013580132114,11
644,Audi,83000,Diesel,Automatic,Black,Black,yes_accident,Yes,2.0,150.0,4.0,9.852194258148577,9
645,Volkswagen,121800,Gasoline,Manual,Black,Black,no_accident,Yes,2.8,174.0,6.0,8.366602832783736,22
646,BMW,65852,Gasoline,Automatic,Black,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.141847290720753,4
647,Bentley,1335,Gasoline,Automatic,Other,Other,no_accident,Yes,4.0,331.9684177611007,6.254491996079713,12.517047570877859,1
648,Mercedes-Benz,83315,Gasoline,Automatic,White,White,no_accident,Yes,2.0,208.0,4.0,9.61587214452889,10
649,BMW,18421,Hybrid,Automatic,Black,Black,unknown,Unknown,1.5,369.0,3.0,11.350418300109132,5
650,Lexus,101000,Hybrid,Automatic,Black,Black,yes_accident,Yes,1.8,134.0,4.0,9.711176264112805,9
651,Toyota,29322,Gasoline,Automatic,Grey,Black,no_accident,Unknown,3.4,331.9684177611007,6.254491996079713,10.714417768752456,2
652,Mercedes-Benz,23900,Gasoline,Automatic,White,Black,no_accident,Yes,2.0,241.0,4.0,10.491274217438248,5
653,Mercedes-Benz,40515,Gasoline,Automatic,Black,Black,yes_accident,Unknown,4.0,331.9684177611007,6.254491996079713,10.778956289890028,8
654,Ford,67516,Gasoline,Automatic,Grey,Other,no_accident,Yes,3.5,331.9684177611007,6.254491996079713,10.518538047359652,4
655,Mazda,155000,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.7,273.0,6.0,9.024131268455035,14
656,Honda,26998,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.478920445076517,5
657,Bentley,18500,Gasoline,Automatic,Black,Brown,no_accident,Yes,6.0,600.0,12.0,11.652696102959753,6
658,MINI,137600,Gasoline,Manual,Gold,Black,no_accident,Yes,1.6,172.0,4.0,8.83651926920248,15
659,Nissan,125500,Gasoline,Automatic,Black,Other,no_accident,Yes,3.5,245.0,6.0,8.281723990411392,19
660,Bentley,22039,Gasoline,Automatic,White,Black,no_accident,Yes,4.0,542.0,8.0,11.643874776891703,5
661,Nissan,137483,Gasoline,Automatic,White,Grey,no_accident,Yes,1.6,188.0,4.0,8.071218539969863,13
662,Ford,67500,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.5,375.0,6.0,10.609081944147828,5
663,Ford,52000,Gasoline,Automatic,Grey,Brown,yes_accident,Yes,3.5,375.0,6.0,10.891596494200753,4
664,Lamborghini,10000,Gasoline,Automatic,Red,Black,no_accident,Yes,6.2,571.0,12.0,12.464587201678082,18
665,Chevrolet,195361,Gasoline,Unknown,Black,Black,yes_accident,Yes,5.3,355.0,8.0,10.165890277802454,7
666,Bentley,32500,Gasoline,Automatic,Black,Other,yes_accident,Yes,6.0,600.0,12.0,11.542493975902508,6
667,BMW,14806,Gasoline,Unknown,Black,Black,yes_accident,Yes,6.6,601.0,12.0,11.306282526671115,5
668,Genesis,11000,Gasoline,Automatic,White,Other,yes_accident,Yes,2.5,300.0,4.0,10.79857507675918,2
669,Chevrolet,92530,E85 Flex Fuel,Automatic,Red,Black,yes_accident,Yes,5.3,320.0,8.0,9.825580063659602,13
670,Dodge,34845,Gasoline,Automatic,White,Black,yes_accident,Yes,3.6,295.0,6.0,10.308985993422082,7
671,Porsche,16280,Gasoline,Unknown,Red,Black,no_accident,Yes,2.5,365.0,4.0,11.356283350762888,6
672,Porsche,77000,Gasoline,Automatic,Red,Other,no_accident,Yes,2.9,265.0,6.0,10.373522431293592,13
673,Porsche,63000,Gasoline,Automatic,Black,Other,yes_accident,Yes,4.8,500.0,8.0,10.55843949396453,14
674,Lexus,39700,Gasoline,Automatic,White,Other,no_accident,Yes,3.5,268.0,6.0,10.146472946063877,8
675,Kia,103111,Hybrid,Automatic,Silver,Other,yes_accident,Yes,2.4,199.0,4.0,9.127067452782361,11
676,Land,75897,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.49124643927466,5
677,Jaguar,55000,Gasoline,Unknown,Grey,Red,no_accident,Yes,3.0,380.0,6.0,10.434145214930487,7
678,Lexus,114000,Gasoline,Automatic,Silver,Grey,yes_accident,Yes,4.7,270.0,8.0,9.506808731708581,19
679,Mercedes-Benz,80124,Gasoline,Automatic,Black,Black,no_accident,Yes,5.5,382.0,8.0,9.770013301136158,13
680,BMW,7000,Gasoline,Unknown,Grey,Grey,no_accident,Yes,4.4,600.0,8.0,11.88380602959621,1
681,RAM,4285,Gasoline,Automatic,Red,Black,no_accident,Yes,5.7,331.9684177611007,6.254491996079713,11.092686762753445,1
682,Lamborghini,17175,Gasoline,Automatic,Other,Other,no_accident,Unknown,5.2,331.9684177611007,6.254491996079713,12.366919427768636,5
683,Toyota,34049,Hybrid,Automatic,Blue,Other,no_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.545341438708522,7
684,Audi,16000,Unknown,Automatic,White,Other,yes_accident,Yes,3.7039586206896553,355.0,6.254491996079713,10.596409707779776,5
685,GMC,95000,Gasoline,Automatic,White,Grey,no_accident,Yes,7.4,290.0,8.0,10.12667110305036,28
686,Land,59355,Gasoline,Automatic,Black,Other,no_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,11.198159924108706,4
687,Chevrolet,31000,Unknown,Automatic,Red,White,no_accident,Yes,3.7039586206896553,200.0,6.254491996079713,10.491301994830229,2
688,BMW,19300,Gasoline,Automatic,White,Red,no_accident,Yes,3.0,335.0,6.0,10.491301994830229,5
689,Cadillac,155000,E85 Flex Fuel,Automatic,Red,Other,yes_accident,Yes,6.2,403.0,8.0,9.735128070758227,15
690,Scion,120010,Gasoline,Automatic,Grey,Black,yes_accident,Yes,2.4,161.0,4.0,8.77971129020447,14
691,Kia,152520,Gasoline,Automatic,White,Other,no_accident,Yes,2.4,200.0,4.0,9.296609807128359,12
692,Honda,58981,Unknown,Automatic,White,Other,no_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,9.169518377455928,31
694,Porsche,47000,Gasoline,Unknown,Black,Brown,no_accident,Yes,4.8,520.0,8.0,10.819798284210286,9
695,Genesis,2046,Gasoline,Automatic,Green,Grey,no_accident,Yes,2.0,252.0,4.0,10.680516217076775,1
696,Chevrolet,24965,Gasoline,Automatic,Black,Black,yes_accident,Yes,1.2,331.9684177611007,6.254491996079713,10.043075566743182,3
697,Toyota,108000,Gasoline,Automatic,Other,Grey,no_accident,Yes,2.4,160.0,4.0,8.968396191198256,19
698,Toyota,76000,Gasoline,Automatic,Red,Grey,no_accident,Yes,3.5,266.0,6.0,9.814710982145282,9
699,Porsche,30000,Gasoline,Automatic,Black,Brown,no_accident,Yes,3.8,400.0,6.0,11.270866642542865,10
700,Volvo,59271,Gasoline,Automatic,Blue,Black,no_accident,Yes,3.0,325.0,6.0,10.305647203635566,9
701,Lexus,1500,Gasoline,Automatic,Grey,Black,unknown,Unknown,3.4,409.0,6.0,11.691080018519527,1
702,BMW,52500,Hybrid,Unknown,Blue,Black,yes_accident,Yes,2.0,247.0,4.0,10.124669180536797,7
703,Tesla,23100,Unknown,Automatic,Blue,White,no_accident,Yes,3.7039586206896553,425.0,6.254491996079713,10.50495794452417,4
704,FIAT,45000,Gasoline,Manual,Grey,Black,yes_accident,Yes,1.4,164.0,4.0,10.021315031649332,7
705,Dodge,179000,Gasoline,Automatic,Black,Black,yes_accident,Yes,5.9,245.0,8.0,8.77971129020447,22
706,Toyota,1500,Gasoline,Manual,Grey,Orange,no_accident,Yes,3.0,382.0,6.0,11.349241150793087,1
707,BMW,38671,Hybrid,Automatic,Grey,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.112432972888584,2
708,Jeep,135465,Gasoline,Automatic,Black,Grey,no_accident,Yes,3.8,205.0,6.0,9.664659134301736,17
709,MINI,79000,Gasoline,Unknown,White,Black,no_accident,Yes,1.6,181.0,4.0,9.741027444837728,10
710,Nissan,42259,Gasoline,Automatic,Black,Black,yes_accident,Yes,3.5,290.0,6.0,9.741027444837728,12
711,Toyota,159890,Gasoline,Automatic,Blue,Grey,yes_accident,Yes,3.3,225.0,6.0,8.77971129020447,18
712,Maserati,2200,Hybrid,Unknown,Black,Red,no_accident,Yes,2.0,325.0,4.0,11.225256725762893,1
713,Lexus,15833,Hybrid,Automatic,White,Other,no_accident,Yes,3.5,308.0,6.0,10.859018228147887,2
714,BMW,96000,Gasoline,Unknown,Black,Black,yes_accident,Yes,2.0,240.0,4.0,9.510519035757246,11
715,BMW,72900,Gasoline,Automatic,Grey,Grey,no_accident,Yes,3.0,300.0,6.0,9.648659816955295,15
716,BMW,7121,Gasoline,Automatic,Grey,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.461621644211487,3
717,Hyundai,3402,Hybrid,Automatic,White,Black,no_accident,Yes,1.6,226.0,4.0,10.691967639914864,1
718,Volvo,73000,Gasoline,Automatic,Silver,Black,no_accident,Yes,2.5,227.0,5.0,9.539716058977092,11
719,Karma,21000,Unknown,Automatic,White,Black,no_accident,Yes,2.0,403.0,6.254491996079713,10.839600519357369,6
720,BMW,30309,Hybrid,Automatic,Blue,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.06035302593416,3
721,Ford,24000,Unknown,Automatic,White,Black,no_accident,Yes,3.7039586206896553,290.0,6.254491996079713,10.545367754151743,3
722,BMW,73000,Gasoline,Unknown,Black,Black,no_accident,Yes,3.0,320.0,6.0,10.085809109330082,8
723,Ford,26465,Gasoline,Automatic,White,Other,no_accident,Unknown,2.0,331.9684177611007,6.254491996079713,10.126591103050316,5
724,Volkswagen,26870,Gasoline,Automatic,Black,Grey,yes_accident,Yes,2.0,331.9684177611007,6.254491996079713,10.452937557838887,4
725,Honda,184000,Gasoline,Automatic,Blue,Grey,yes_accident,Yes,3.5,240.0,6.0,9.259225769705994,20
726,BMW,4514,Gasoline,Automatic,Grey,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.798096888378632,2
727,RAM,1300,Gasoline,Automatic,Red,Black,no_accident,Yes,6.4,410.0,8.0,10.778977123006351,2
728,Jeep,49924,Gasoline,Automatic,White,Black,no_accident,Yes,3.6,293.0,6.0,10.184937747111391,6
729,GMC,36526,Gasoline,Automatic,Red,Black,no_accident,Yes,6.2,420.0,8.0,10.965626018557122,5
730,BMW,37000,Gasoline,Unknown,Silver,Silver,no_accident,Yes,4.4,560.0,8.0,10.735330890332664,9
731,Acura,79884,Gasoline,Automatic,Grey,Grey,yes_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.12025079288605,7
732,Volkswagen,30000,Gasoline,Unknown,Blue,Other,yes_accident,Yes,1.8,170.0,4.0,9.852246888342531,8
733,BMW,11102,Gasoline,Automatic,Black,Black,no_accident,Yes,4.4,600.0,8.0,11.522885696764481,3
734,Ford,105500,Gasoline,Manual,Silver,Black,no_accident,Yes,5.0,412.0,8.0,9.852246888342531,12
735,BMW,31157,Gasoline,Automatic,Black,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.097394869378626,5
736,Kia,86204,Gasoline,Automatic,Silver,Black,yes_accident,Unknown,3.3,331.9684177611007,6.254491996079713,9.938323667371586,5
737,BMW,80211,Gasoline,Automatic,Grey,Red,yes_accident,Yes,3.0,300.0,6.0,9.797904789961063,10
738,Aston,25991,Gasoline,Automatic,Silver,Black,no_accident,Yes,4.7,420.0,8.0,11.156193376541639,14
739,Mercedes-Benz,73000,Gasoline,Automatic,Black,Black,no_accident,Yes,3.5,268.0,6.0,9.036106025364846,16
740,BMW,40989,Gasoline,Automatic,Black,Gold,no_accident,Yes,3.0,320.0,6.0,10.463131911491967,6
741,Dodge,102681,Gasoline,Manual,Red,Black,no_accident,Yes,2.0,158.0,4.0,8.699681400989514,14
742,Acura,123000,Gasoline,Unknown,Black,Black,yes_accident,Yes,3.7,300.0,6.0,9.53885243891622,14
743,Jeep,160900,Gasoline,Automatic,Black,Other,yes_accident,Yes,4.0,190.0,6.0,8.881975184248867,19
744,BMW,105000,Gasoline,Manual,Silver,Black,yes_accident,Yes,4.0,414.0,8.0,9.994287576862567,13
745,Kia,1340,Hybrid,Automatic,Black,Black,no_accident,Yes,1.6,177.0,4.0,10.62135173563291,1
746,Ford,17850,Unknown,Automatic,Red,Black,no_accident,Yes,3.7039586206896553,266.0,6.254491996079713,10.645424897265505,3
747,BMW,72277,Gasoline,Unknown,Grey,Red,no_accident,Yes,4.0,414.0,8.0,10.461702359555922,13
748,Jeep,7000,Hybrid,Automatic,Grey,Black,no_accident,Yes,3.6,285.0,6.0,10.736418414365376,1
749,Porsche,10627,Gasoline,Automatic,Other,Black,no_accident,Unknown,2.9,331.9684177611007,6.254491996079713,11.502885230075814,2
750,Ford,67015,Gasoline,Automatic,White,Other,no_accident,Unknown,2.3,331.9684177611007,6.254491996079713,10.260847261969445,4
751,BMW,19600,Gasoline,Automatic,Black,Black,yes_accident,Yes,3.0,425.0,6.0,11.034905792929415,6
752,Ford,5800,Unknown,Automatic,White,White,no_accident,Yes,3.7039586206896553,346.0,6.254491996079713,10.657282884047461,2
753,FIAT,33812,Unknown,Automatic,Silver,Black,no_accident,Yes,3.7039586206896553,111.0,6.254491996079713,9.615805480084347,7
754,Cadillac,99897,Gasoline,Automatic,Black,Black,no_accident,Yes,6.2,420.0,8.0,10.201775681400134,9
755,Mercedes-Benz,127500,Gasoline,Unknown,White,White,no_accident,Yes,4.7,429.0,8.0,10.275085591132715,10
756,Ford,23842,Gasoline,Automatic,Grey,Other,no_accident,Yes,3.5,331.9684177611007,6.254491996079713,10.98874438615708,3
757,Rivian,2108,Unknown,Automatic,Silver,White,no_accident,Yes,3.7039586206896553,835.0,6.254491996079713,11.418625774449598,1
758,BMW,65550,Gasoline,Unknown,Black,Black,no_accident,Yes,4.4,560.0,8.0,10.596284671831778,10
759,Lamborghini,22000,Gasoline,Unknown,White,Black,no_accident,Yes,5.2,573.0,10.0,12.25486757159303,7
760,Ford,15600,Gasoline,Unknown,Grey,Other,yes_accident,Yes,2.7,315.0,6.0,11.14180381088452,2
761,Lexus,22400,Gasoline,Automatic,White,Red,no_accident,Yes,5.0,471.0,8.0,11.313266479778829,3
762,Lexus,89150,Gasoline,Automatic,White,Black,no_accident,Yes,4.6,360.0,8.0,10.370392636243981,9
763,BMW,15000,Gasoline,Automatic,Blue,Orange,no_accident,Unknown,3.0,331.9684177611007,6.254491996079713,11.302216779257382,1
764,Audi,49500,Gasoline,Automatic,Blue,Grey,no_accident,Yes,2.0,220.0,4.0,10.12667110305036,6
765,Audi,126000,Gasoline,Unknown,Grey,Black,unknown,Unknown,4.2,360.0,8.0,9.536112711175099,21
766,Volkswagen,85385,Gasoline,Manual,Grey,Black,no_accident,Yes,2.0,210.0,4.0,9.651880224221337,9
767,Cadillac,3000,Diesel,Automatic,White,Brown,no_accident,Yes,3.0,277.0,6.0,11.728036844587175,1
768,Hyundai,66126,Gasoline,Automatic,White,Grey,no_accident,Unknown,2.0,331.9684177611007,6.254491996079713,9.862196698118247,6
769,Toyota,1075,Gasoline,Manual,White,Black,no_accident,Yes,2.4,228.0,4.0,10.463131911491967,1
770,Ford,2489,Gasoline,Automatic,White,Black,no_accident,Unknown,3.0,331.9684177611007,6.254491996079713,11.501874628783144,1
771,Hyundai,25000,Gasoline,Automatic,Black,Grey,no_accident,Yes,2.5,191.0,4.0,10.25769445336048,3
772,Nissan,92000,Gasoline,Automatic,Black,Black,no_accident,Yes,5.6,390.0,8.0,9.94755228369823,7
773,Lexus,123500,Gasoline,Automatic,White,Grey,yes_accident,Yes,4.7,263.0,8.0,9.581972891547895,16
774,Cadillac,105000,Gasoline,Automatic,Black,Black,yes_accident,Yes,3.6,318.0,6.0,9.392745258631441,11
775,Audi,49000,Gasoline,Manual,Black,Black,no_accident,Yes,4.2,420.0,8.0,11.050905878263567,16
776,Jaguar,28357,Gasoline,Automatic,Black,Red,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.770567031595471,4
777,Chevrolet,81000,E85 Flex Fuel,Automatic,Red,Grey,no_accident,Yes,4.3,285.0,6.0,10.373522431293592,6
778,Ford,45000,Gasoline,Unknown,Grey,Black,no_accident,Yes,3.5,375.0,6.0,10.859018228147887,3
779,Toyota,173456,E85 Flex Fuel,Automatic,Black,Grey,yes_accident,Yes,5.7,381.0,8.0,9.680406499268875,13
780,BMW,13700,Hybrid,Automatic,Black,Other,unknown,Unknown,3.0,382.0,6.0,11.002116507732017,3
781,Audi,93400,Hybrid,Automatic,Silver,Brown,no_accident,Yes,3.0,335.0,6.0,10.657282884047461,5
782,Toyota,90000,Gasoline,Automatic,White,Other,no_accident,Yes,3.5,268.0,6.0,9.809231816610408,9
783,Porsche,40600,Gasoline,Automatic,Grey,Black,no_accident,Yes,2.0,252.0,4.0,10.373522431293592,7
784,Lexus,20121,Gasoline,Automatic,Grey,Red,no_accident,Yes,3.5,311.0,6.0,10.760558924750312,1
785,Mercedes-Benz,3921,Gasoline,Automatic,Black,White,no_accident,Yes,2.0,331.9684177611007,6.254491996079713,12.07254696717504,4
786,Lexus,187450,Gasoline,Automatic,Silver,Other,yes_accident,Yes,3.5,275.0,6.0,9.249657234353133,13
787,Toyota,6400,Gasoline,Unknown,Grey,Black,no_accident,Yes,3.0,382.0,6.0,11.127277689932466,3
788,Mercedes-Benz,54500,Gasoline,Automatic,White,Black,no_accident,Yes,3.0,362.0,6.0,10.545236170010073,7
789,BMW,78500,Gasoline,Automatic,Red,Brown,yes_accident,Yes,4.4,445.0,8.0,10.645448706505872,7
790,Chevrolet,75000,Gasoline,Automatic,Silver,Black,no_accident,Yes,5.3,355.0,8.0,10.491301994830229,6
791,Ford,89988,Gasoline,Automatic,Red,Red,yes_accident,Yes,6.2,411.0,8.0,10.657282884047461,10
792,Subaru,107000,Gasoline,Automatic,Gold,Other,no_accident,Yes,3.0,250.0,6.0,8.867990898182093,19
793,Alfa,21400,Gasoline,Automatic,White,Black,no_accident,Yes,2.0,280.0,4.0,10.25769445336048,5
794,Mazda,83150,Gasoline,Automatic,White,Other,no_accident,Yes,2.3,244.0,4.0,8.846640813100485,17
795,Ford,92000,Diesel,Automatic,Black,Black,yes_accident,Yes,3.0,250.0,6.0,10.505094936455558,6
796,Mercedes-Benz,15042,Gasoline,Automatic,Grey,Other,no_accident,Unknown,2.0,331.9684177611007,6.254491996079713,10.907789161732996,3
797,Audi,39000,Gasoline,Unknown,Black,Black,yes_accident,Yes,3.0,333.0,6.0,10.463131911491967,7
798,RAM,67483,Gasoline,Automatic,Brown,Other,yes_accident,Yes,6.4,410.0,8.0,10.747229096720554,7
799,Tesla,62089,Unknown,Automatic,Black,Other,no_accident,Yes,3.7039586206896553,329.0,6.254491996079713,10.308152340473523,9
800,Audi,54300,Gasoline,Automatic,Black,Black,no_accident,Yes,4.0,605.0,8.0,10.887455624298198,7
801,Hyundai,30565,Hybrid,Automatic,Grey,Black,no_accident,Yes,2.0,192.0,4.0,10.275085591132715,2
802,Audi,142666,Gasoline,Automatic,Black,Black,yes_accident,Yes,4.0,450.0,8.0,9.99884318585288,8
803,Ford,166200,Gasoline,Automatic,Blue,Grey,yes_accident,Yes,4.0,207.0,6.0,8.85366542803745,15
804,INFINITI,88977,Hybrid,Automatic,Grey,Black,yes_accident,Yes,3.5,354.0,6.0,9.902386947092095,9
805,BMW,114890,Gasoline,Unknown,White,Other,no_accident,Yes,4.0,414.0,8.0,9.951849053414007,13
806,Mercedes-Benz,171000,Gasoline,Automatic,Black,Black,yes_accident,Yes,3.5,268.0,6.0,8.46611040118692,15
807,Ford,90067,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.260847261969445,5
808,Chevrolet,97579,Gasoline,Unknown,Black,Black,yes_accident,Yes,3.6,323.0,6.0,9.61587214452889,10
809,Mazda,52000,Gasoline,Manual,Black,Black,yes_accident,Yes,2.0,155.0,4.0,9.928228944424575,7
810,Jeep,25968,Gasoline,Automatic,Other,Black,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,10.555968976370059,3
811,MINI,41680,Gasoline,Automatic,Silver,Black,no_accident,Yes,2.0,189.0,4.0,9.769727562356604,8
812,Saab,77200,Gasoline,Manual,Black,Other,no_accident,Yes,2.0,205.0,4.0,8.922791623969637,22
813,BMW,50000,Gasoline,Automatic,Blue,Gold,no_accident,Yes,3.0,335.0,6.0,10.668978650219241,5
814,Porsche,21613,Gasoline,Automatic,White,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.985275773591676,3
815,Audi,17377,Gasoline,Automatic,White,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.596609732783568,2
816,GMC,30426,Gasoline,Automatic,Other,Black,unknown,Unknown,2.5,331.9684177611007,6.254491996079713,10.297082488073805,4
817,Audi,153000,Gasoline,Manual,Blue,Blue,yes_accident,Yes,2.7,250.0,6.0,8.77971129020447,19
818,Mercury,56600,Gasoline,Unknown,Silver,Black,no_accident,Yes,4.6,302.0,8.0,10.043292972227004,20
819,Hyundai,116612,Gasoline,Automatic,White,White,yes_accident,Yes,3.8,311.0,6.0,9.44943600950432,9
