brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
Mercedes-Benz,93500,Gasoline,Automatic,Black,Black,Accident reported,Yes,15900,12,362.0,4.6,8.0
BMW,47700,Gasoline,Automatic,Red,White,Accident reported,Yes,54999,7,600.0,4.4,8.0
Ford,97496,Gasoline,Manual,Grey,Grey,Unknown,Unknown,24500,22,390.0,4.6,8.0
Acura,16120,Gasoline,Automatic,Grey,Other,None reported,Unknown,26599,3,,2.4,
Buick,147589,Gasoline,Automatic,White,Other,Accident reported,Yes,2800,20,275.0,4.2,6.0
Cadillac,95570,E85 Flex Fuel,Automatic,Black,Black,Accident reported,Yes,22000,12,403.0,6.2,8.0
Mercedes-Benz,45791,Gasoline,Automatic,Grey,Grey,None reported,Yes,52000,7,463.0,4.0,8.0
INFINITI,60000,Gasoline,Automatic,Silver,Other,Accident reported,Yes,25950,9,400.0,5.6,8.0
Buick,50000,Gasoline,Automatic,White,Black,None reported,Yes,18795,6,138.0,1.4,4.0
Mercedes-Benz,33481,Gasoline,Automatic,Black,Other,None reported,Unknown,43999,6,,3.0,
Jeep,107000,Gasoline,Automatic,Grey,Grey,None reported,Yes,5900,15,210.0,3.7,6.0
Mercedes-Benz,60000,Gasoline,Unknown,White,Black,Accident reported,Yes,37000,14,536.0,5.5,8.0
Audi,55000,Gasoline,Automatic,White,Brown,None reported,Yes,28000,9,333.0,3.0,6.0
Mazda,4004,Gasoline,Automatic,Black,Black,None reported,Yes,25500,3,186.0,2.5,4.0
Bentley,57800,Gasoline,Automatic,Blue,Other,Unknown,Unknown,59400,16,600.0,6.0,12.0
Bentley,10972,Gasoline,Automatic,Red,Black,None reported,Yes,217950,3,,4.0,
Bentley,27858,Gasoline,Automatic,Other,Other,None reported,Yes,197750,3,,4.0,
Porsche,31678,Gasoline,Unknown,Silver,Other,None reported,Unknown,106798,7,,,
Volkswagen,47144,Gasoline,Manual,Blue,Black,None reported,Yes,29950,9,292.0,2.0,4.0
Hyundai,165454,Gasoline,Automatic,Grey,Black,Accident reported,Yes,4000,14,306.0,3.8,6.0
Ford,98000,Gasoline,Automatic,White,Other,Accident reported,Yes,25500,7,375.0,3.5,6.0
Hyundai,39913,Gasoline,Automatic,Black,Other,None reported,Unknown,22749,5,,2.4,
Ford,147191,Gasoline,Automatic,Blue,Black,Accident reported,Yes,12990,12,305.0,3.7,6.0
BMW,53600,Gasoline,Automatic,Silver,Black,None reported,Yes,25980,11,300.0,3.0,6.0
Dodge,100100,Unknown,Unknown,Purple,Black,None reported,Yes,17000,15,,,
Mercedes-Benz,1750,Gasoline,Automatic,Blue,Black,None reported,Yes,199995,5,577.0,4.0,8.0
Dodge,2750,Gasoline,Automatic,Orange,Black,None reported,Yes,104500,5,797.0,6.2,8.0
Porsche,40800,Gasoline,Automatic,Brown,Other,None reported,Yes,35500,12,265.0,2.7,6.0
Porsche,36798,Gasoline,Automatic,Grey,Black,Accident reported,Yes,49500,7,,2.0,
Ford,77699,Diesel,Automatic,White,Grey,Unknown,Unknown,49883,4,,6.7,
Ford,87500,Gasoline,Automatic,Red,Black,Accident reported,Yes,14900,15,315.0,4.6,8.0
Chevrolet,93000,Gasoline,Automatic,Black,Black,None reported,Yes,38500,5,355.0,5.3,8.0
Mercedes-Benz,41515,Gasoline,Automatic,Black,Black,None reported,Yes,28251,7,,2.0,
RAM,19000,E85 Flex Fuel,Automatic,Black,Black,Accident reported,Unknown,33242,6,,3.6,
Toyota,1539,Hybrid,Automatic,Green,Other,Accident reported,Yes,76373,2,,3.4,
BMW,31090,Gasoline,Automatic,Green,Black,Accident reported,Yes,68000,7,600.0,4.4,8.0
Mazda,21701,Gasoline,Automatic,Red,Black,None reported,Unknown,25099,3,,2.5,
Nissan,97726,Gasoline,Unknown,Other,Other,Accident reported,Unknown,15998,9,,2.5,
Audi,73000,Diesel,Automatic,White,Grey,None reported,Yes,34000,10,240.0,3.0,6.0
Genesis,23600,Gasoline,Automatic,Blue,Grey,None reported,Yes,31900,5,311.0,3.8,6.0
Rolls-Royce,8755,Gasoline,Automatic,Black,Black,None reported,Yes,166900,9,563.0,6.6,12.0
BMW,20500,Gasoline,Unknown,Blue,Black,None reported,Yes,67900,6,560.0,4.4,8.0
Ford,57912,Gasoline,Manual,Black,Black,Accident reported,Yes,18750,12,305.0,3.7,6.0
BMW,35000,Gasoline,Automatic,Black,Black,None reported,Yes,18500,16,360.0,4.8,8.0
Nissan,7089,Unknown,Automatic,Black,Black,Accident reported,Yes,29895,2,214.0,,
Lincoln,35469,Gasoline,Automatic,Black,Other,Unknown,Unknown,30890,6,,2.3,
Kia,14676,Gasoline,Automatic,Other,Grey,None reported,Unknown,46787,3,,3.8,
Lincoln,13750,Gasoline,Automatic,White,Other,None reported,Yes,79999,3,440.0,3.5,6.0
Mercedes-Benz,13300,Gasoline,Automatic,Black,Black,None reported,Yes,62500,10,449.0,4.7,8.0
Chevrolet,117000,Gasoline,Automatic,Blue,Other,None reported,Yes,27000,8,,6.0,8.0
Audi,27100,Hybrid,Automatic,White,Black,None reported,Yes,50000,5,335.0,3.0,6.0
Ford,89352,Gasoline,Automatic,White,Black,Accident reported,Yes,20989,8,310.0,2.3,4.0
Chevrolet,100000,Gasoline,Automatic,White,Black,Accident reported,Yes,8500,7,153.0,1.4,4.0
Land,16000,Hybrid,Automatic,Silver,Black,None reported,Yes,75500,5,395.0,3.0,6.0
Land,15200,Gasoline,Automatic,White,Black,None reported,Yes,62999,2,296.0,2.0,4.0
BMW,39960,Gasoline,Manual,White,Brown,None reported,Yes,38995,13,400.0,4.4,8.0
Ford,119000,Gasoline,Automatic,White,Black,Accident reported,Yes,13500,17,210.0,4.0,6.0
Kia,10971,Gasoline,Automatic,Red,Black,None reported,Unknown,29998,3,,1.6,
Mazda,118500,Gasoline,Manual,Silver,Black,Accident reported,Yes,11500,11,155.0,2.0,4.0
Kia,8288,Gasoline,Automatic,Black,Black,None reported,Yes,45899,4,365.0,3.3,6.0
Chevrolet,2950,Gasoline,Automatic,Red,Grey,None reported,Yes,74500,2,650.0,6.2,8.0
Mercedes-Benz,73000,Gasoline,Automatic,White,Black,Accident reported,Yes,78000,8,563.0,5.5,8.0
Ford,82000,Gasoline,Unknown,Gold,White,None reported,Yes,14900,20,280.0,3.9,8.0
Audi,7874,Unknown,Automatic,Grey,Other,None reported,Unknown,38999,6,,,
GMC,49105,Gasoline,Automatic,White,Black,None reported,Yes,39750,8,420.0,6.2,8.0
Kia,5500,Gasoline,Automatic,Silver,Black,None reported,Yes,40000,2,291.0,3.8,6.0
Chevrolet,36700,Gasoline,Manual,Blue,Black,None reported,Yes,26000,20,400.0,6.0,8.0
BMW,40000,Gasoline,Unknown,White,Other,None reported,Yes,34000,11,445.0,4.4,8.0
Nissan,78110,Gasoline,Automatic,Silver,Black,Unknown,Unknown,17500,8,170.0,2.5,4.0
GMC,74864,Gasoline,Automatic,Grey,Other,None reported,Yes,19780,10,288.0,3.6,6.0
Cadillac,15350,Gasoline,Automatic,Black,Black,None reported,Yes,93500,4,420.0,6.2,8.0
Nissan,46100,Gasoline,Automatic,Blue,Black,None reported,Yes,72999,15,485.0,3.8,6.0
Toyota,61454,Gasoline,Automatic,Silver,Grey,None reported,Yes,31000,7,295.0,3.5,6.0
BMW,45241,Gasoline,Automatic,Blue,Brown,None reported,Yes,54500,5,335.0,3.0,6.0
INFINITI,48000,Gasoline,Automatic,Black,Black,None reported,Yes,27000,7,295.0,3.5,6.0
Lexus,68500,Gasoline,Manual,Black,Other,None reported,Yes,18500,15,204.0,2.5,6.0
GMC,43433,Gasoline,Automatic,Black,Other,None reported,Unknown,51899,6,,5.3,
Chevrolet,122961,Gasoline,Automatic,Red,Other,None reported,Yes,20995,20,,6.0,
Dodge,92861,Gasoline,Automatic,Grey,Red,None reported,Yes,19750,11,375.0,5.7,8.0
Hyundai,72000,Gasoline,Automatic,White,Other,None reported,Yes,21400,9,429.0,5.0,8.0
Lamborghini,6929,Gasoline,Automatic,Blue,Black,None reported,Yes,649999,6,759.0,6.5,12.0
Ford,83000,Gasoline,Automatic,Grey,Black,None reported,Yes,10500,22,260.0,4.6,8.0
Audi,18031,Unknown,Automatic,Blue,Black,None reported,Unknown,39599,4,,,
Toyota,8200,Hybrid,Automatic,Brown,Black,None reported,Yes,78900,2,437.0,3.4,6.0
Land,19000,Hybrid,Unknown,Silver,Black,Unknown,Unknown,74900,5,395.0,3.0,6.0
Jeep,12875,Gasoline,Automatic,Black,Black,None reported,Unknown,42599,3,,3.6,
Maserati,32000,Gasoline,Automatic,Other,Brown,None reported,Yes,36000,10,454.0,4.7,8.0
BMW,61145,Gasoline,Automatic,White,Other,Accident reported,Yes,37500,12,560.0,4.4,8.0
Mercedes-Benz,9612,Gasoline,Automatic,Other,Other,None reported,Unknown,43900,3,,2.0,
Land,3534,Hybrid,Automatic,Red,Black,None reported,Unknown,143998,2,,,
Ford,152000,Gasoline,Automatic,Brown,Other,None reported,Yes,14000,14,365.0,3.5,6.0
Audi,129567,Gasoline,Automatic,White,Black,None reported,Yes,7000,13,211.0,2.0,4.0
BMW,36000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,41995,6,335.0,3.0,6.0
BMW,92008,Gasoline,Automatic,White,Black,None reported,Yes,12500,16,300.0,3.0,6.0
Ford,63900,Gasoline,Automatic,White,Grey,None reported,Yes,10300,27,150.0,3.8,6.0
Toyota,150900,Gasoline,Automatic,Black,Grey,None reported,Yes,17500,13,381.0,5.7,8.0
Dodge,43000,Unknown,Manual,Green,Black,None reported,Yes,50000,6,,,
Land,38020,Gasoline,Automatic,White,Other,None reported,Unknown,63998,7,,,
Audi,14750,Hybrid,Unknown,Silver,Black,None reported,Yes,61059,4,335.0,3.0,6.0
Subaru,52500,Gasoline,Manual,Grey,Black,None reported,Yes,23000,10,268.0,2.0,4.0
Chevrolet,207571,Gasoline,Automatic,Black,Black,Accident reported,Yes,21000,8,355.0,5.3,8.0
INFINITI,39000,Gasoline,Automatic,Grey,Grey,None reported,Yes,29900,5,295.0,3.5,6.0
Porsche,66000,Gasoline,Automatic,Black,Brown,Unknown,Unknown,28000,14,265.0,2.9,6.0
INFINITI,93500,Gasoline,Automatic,Black,Black,None reported,Yes,16000,8,295.0,3.5,6.0
BMW,7200,Gasoline,Automatic,Black,Black,None reported,Yes,64000,7,425.0,3.0,6.0
Maserati,1220,Gasoline,Automatic,Other,Other,None reported,Unknown,238900,3,,3.0,
Land,8421,Hybrid,Automatic,Black,White,None reported,Yes,90000,2,395.0,3.0,6.0
BMW,25520,Gasoline,Automatic,Grey,Black,None reported,Unknown,84900,5,,4.4,
Tesla,30554,Unknown,Automatic,Blue,Black,None reported,Unknown,41999,5,,,
Volvo,17000,Unknown,Automatic,Grey,Blue,None reported,Yes,54900,2,402.0,,
Mercedes-Benz,41314,Gasoline,Unknown,Red,White,Accident reported,Yes,30999,14,382.0,5.5,8.0
Land,49899,Gasoline,Unknown,White,Black,Accident reported,Yes,64500,5,518.0,5.0,8.0
Ford,186268,E85 Flex Fuel,Automatic,Blue,Black,None reported,Yes,4500,13,240.0,3.0,6.0
Lexus,51335,Gasoline,Automatic,Silver,Black,Accident reported,Yes,25995,9,268.0,3.5,6.0
Porsche,10400,Gasoline,Automatic,Grey,Black,None reported,Yes,99750,6,365.0,2.5,4.0
Mercedes-Benz,20622,Gasoline,Automatic,White,Black,None reported,Unknown,142998,5,,,
RAM,19376,Gasoline,Automatic,White,Black,None reported,Yes,45861,3,,5.7,
Audi,12245,Gasoline,Automatic,Black,Black,None reported,Unknown,187900,5,,5.2,
Mitsubishi,77000,Gasoline,Manual,Silver,Black,None reported,Yes,57000,19,286.0,2.0,4.0
Acura,40000,Gasoline,Automatic,Blue,Grey,None reported,Yes,24000,12,280.0,3.5,6.0
Cadillac,113000,Gasoline,Automatic,White,Other,None reported,Yes,10000,13,270.0,3.0,6.0
Chevrolet,7600,Gasoline,Manual,Grey,Black,Accident reported,Yes,46000,3,455.0,6.2,8.0
Toyota,20400,Hybrid,Automatic,White,Grey,None reported,Yes,29900,3,208.0,2.5,4.0
Ford,115000,Gasoline,Automatic,White,Grey,None reported,Yes,39000,6,310.0,3.5,6.0
Lexus,239000,Hybrid,Automatic,Black,Black,None reported,Yes,7000,13,295.0,3.5,6.0
Jaguar,62194,Gasoline,Automatic,Black,Black,None reported,Unknown,32998,11,,,
Jeep,22138,Gasoline,Automatic,Black,Black,None reported,Unknown,38598,5,,,
Porsche,48900,Gasoline,Unknown,Blue,Black,None reported,Yes,62500,8,350.0,2.5,4.0
Audi,21800,Gasoline,Unknown,White,Black,None reported,Yes,117000,11,525.0,5.2,10.0
Lincoln,68200,Gasoline,Automatic,Silver,Black,Accident reported,Yes,16750,9,300.0,3.7,6.0
Chevrolet,139000,Gasoline,Automatic,Red,Grey,None reported,Yes,7000,24,190.0,4.3,6.0
Mercedes-Benz,76100,Gasoline,Automatic,Black,Black,None reported,Yes,130000,4,416.0,4.0,8.0
Lexus,14330,Gasoline,Automatic,Black,Red,None reported,Unknown,54998,3,,,
BMW,41906,Gasoline,Automatic,Blue,White,Accident reported,Yes,45999,6,445.0,4.4,8.0
Chevrolet,164000,Gasoline,Automatic,Black,Red,None reported,Yes,21500,9,455.0,6.2,8.0
Ford,161933,Hybrid,Automatic,Blue,Black,None reported,Yes,7945,12,,2.0,
Hyundai,22829,Gasoline,Automatic,Grey,Black,None reported,Unknown,34580,3,,2.5,
Lexus,5483,Gasoline,Automatic,White,Black,None reported,Unknown,59950,2,,2.4,
Land,46891,Gasoline,Automatic,Grey,Black,Accident reported,Yes,31000,5,246.0,2.0,4.0
Chevrolet,72000,Gasoline,Automatic,Blue,Other,Accident reported,Yes,39000,6,355.0,5.3,8.0
Porsche,3400,Gasoline,Manual,White,Black,None reported,Yes,129900,5,414.0,4.0,6.0
Chevrolet,18000,Gasoline,Automatic,White,Black,Accident reported,Yes,30000,4,335.0,3.6,6.0
Jeep,30630,Gasoline,Automatic,Blue,Black,None reported,Unknown,39998,4,,,
Toyota,24985,Gasoline,Automatic,Silver,Silver,Unknown,Unknown,33580,18,236.0,4.0,6.0
GMC,9978,Gasoline,Automatic,White,Gold,None reported,Yes,93999,2,420.0,6.2,8.0
Ford,18500,Gasoline,Manual,Blue,Black,Accident reported,Yes,77999,7,526.0,5.2,8.0
Cadillac,72843,Gasoline,Automatic,Other,Other,None reported,Yes,79990,4,,6.2,
Buick,67500,Gasoline,Automatic,Black,Other,None reported,Yes,20000,8,310.0,3.6,6.0
Tesla,43534,Unknown,Automatic,Black,Black,None reported,Yes,65990,5,534.0,,
Mercedes-Benz,36900,Gasoline,Automatic,Grey,Other,None reported,Yes,28500,8,241.0,2.0,4.0
Chevrolet,61720,E85 Flex Fuel,Automatic,Silver,Black,Accident reported,Unknown,39998,8,,,
Kia,35938,Gasoline,Automatic,White,Black,None reported,Unknown,43329,3,,3.8,
Toyota,10748,Hybrid,Automatic,Black,Black,None reported,Unknown,63100,2,,3.4,
Audi,4457,Gasoline,Automatic,Black,Black,None reported,Unknown,107900,2,,4.0,
Nissan,108206,Gasoline,Automatic,White,Other,Accident reported,Unknown,26498,7,,,
Land,32705,Diesel,Automatic,Blue,Other,None reported,Unknown,46598,5,,,
Kia,74026,Gasoline,Automatic,Red,Black,None reported,Unknown,32913,5,,3.8,
Lexus,24651,Gasoline,Automatic,White,Black,None reported,Unknown,45950,5,,3.5,
BMW,13000,Hybrid,Unknown,Grey,Orange,None reported,Yes,69000,3,335.0,3.0,6.0
Land,11700,Hybrid,Unknown,Grey,White,None reported,Yes,133500,2,395.0,3.0,6.0
Chevrolet,77500,Diesel,Automatic,Black,Brown,None reported,Yes,54000,10,397.0,6.6,8.0
Maserati,82000,Gasoline,Unknown,Black,Black,Accident reported,Yes,7999,18,394.0,4.2,8.0
Dodge,1389,Gasoline,Manual,Black,Black,None reported,Yes,489995,8,645.0,8.4,10.0
Ford,29830,Gasoline,Automatic,Other,Other,None reported,Unknown,55329,4,,3.5,
Mazda,83100,Unknown,Automatic,White,White,None reported,Yes,17800,9,,,
Kia,62660,Gasoline,Automatic,White,Black,None reported,Yes,16500,6,185.0,2.4,4.0
Land,56006,Gasoline,Unknown,Silver,White,None reported,Yes,59000,7,575.0,5.0,8.0
Lexus,31365,Hybrid,Unknown,Other,Red,None reported,Unknown,52998,4,,,
Lincoln,27600,Gasoline,Automatic,Black,White,None reported,Yes,14900,21,239.0,4.6,8.0
Honda,47245,Gasoline,Manual,White,Black,None reported,Yes,19600,13,201.0,2.4,4.0
Lexus,73948,Hybrid,Automatic,White,Other,None reported,Yes,31990,8,308.0,3.5,6.0
RAM,36757,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,31953,6,,3.6,
Tesla,4786,Unknown,Automatic,White,White,None reported,Yes,48000,2,425.0,,
Audi,1900,Gasoline,Unknown,Grey,Black,None reported,Yes,78900,2,401.0,2.5,5.0
Hyundai,52060,Gasoline,Manual,Black,Black,Accident reported,Yes,15000,11,348.0,3.8,6.0
Porsche,58000,Gasoline,Manual,Silver,Black,None reported,Yes,41500,17,303.0,3.4,6.0
Ford,52246,Diesel,Manual,Other,Other,None reported,Yes,26095,15,,6.4,
Kia,64290,Gasoline,Automatic,White,Black,None reported,Unknown,16999,9,,2.0,
Nissan,37500,Gasoline,Manual,Silver,Orange,None reported,Yes,21500,16,332.0,3.7,6.0
Genesis,2121,Gasoline,Automatic,White,Red,None reported,Yes,40750,2,252.0,2.0,4.0
Land,57000,Gasoline,Unknown,White,Other,None reported,Yes,26000,12,510.0,5.0,8.0
Mercedes-Benz,22000,Gasoline,Automatic,White,Other,None reported,Yes,69500,5,463.0,4.0,8.0
Ford,2000,Gasoline,Automatic,Black,Black,None reported,Yes,66500,2,315.0,2.7,6.0
RAM,61802,E85 Flex Fuel,Automatic,Black,Grey,None reported,Yes,32000,7,305.0,3.6,6.0
Dodge,73000,Unknown,Automatic,Black,Black,None reported,Yes,17500,15,,,
Chevrolet,110000,Unknown,Automatic,Grey,Black,None reported,Yes,7500,12,,,
Jeep,106700,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,13500,12,290.0,3.6,6.0
Audi,75965,Gasoline,Automatic,White,Black,Accident reported,Yes,35999,12,450.0,4.2,8.0
Jeep,31804,Gasoline,Automatic,Silver,Black,Accident reported,Yes,48995,3,,3.6,
Mazda,125800,Unknown,Manual,Red,Black,None reported,Yes,11500,33,,,
Chrysler,116320,Gasoline,Automatic,Grey,Red,Accident reported,Yes,6000,20,215.0,3.2,6.0
Audi,156875,Gasoline,Manual,Black,Red,Accident reported,Yes,9900,14,354.0,4.2,8.0
Tesla,197,Unknown,Automatic,Blue,Black,None reported,Yes,85000,2,670.0,,
Cadillac,35200,Gasoline,Automatic,Blue,Black,None reported,Yes,28500,5,237.0,2.0,4.0
Maserati,76000,Gasoline,Automatic,Black,Black,None reported,Yes,19000,11,404.0,3.0,6.0
Jaguar,29000,Gasoline,Automatic,White,Black,None reported,Yes,34500,6,247.0,2.0,4.0
BMW,33499,Gasoline,Automatic,Grey,Black,Accident reported,Yes,44495,6,445.0,4.4,8.0
Acura,25779,Gasoline,Automatic,White,Other,Accident reported,Unknown,30999,6,,3.5,
GMC,76296,Gasoline,Automatic,Grey,Black,Accident reported,Yes,9500,10,182.0,2.4,4.0
BMW,29553,Unknown,Automatic,Black,Grey,None reported,Yes,12800,11,170.0,0.65,
Nissan,109902,Gasoline,Automatic,Blue,Grey,None reported,Yes,4500,14,122.0,1.8,4.0
Mercedes-Benz,23083,Gasoline,Automatic,White,Other,None reported,Yes,33500,6,255.0,2.0,4.0
Toyota,143600,Gasoline,Manual,Black,Black,None reported,Yes,4199,22,180.0,1.8,4.0
RAM,22000,Gasoline,Automatic,Black,Black,None reported,Yes,54800,4,395.0,5.7,8.0
Mercedes-Benz,13000,Hybrid,Automatic,Silver,Black,None reported,Yes,81500,3,429.0,3.0,6.0
Audi,53000,Gasoline,Automatic,White,Brown,Accident reported,Yes,28000,7,252.0,2.0,4.0
Lincoln,44741,Gasoline,Automatic,Other,Other,None reported,Yes,52999,6,450.0,3.5,6.0
Audi,202000,Gasoline,Automatic,Blue,Grey,Accident reported,Yes,5700,17,255.0,3.2,6.0
Chevrolet,215000,Gasoline,Automatic,Black,Black,Accident reported,Yes,6995,19,345.0,6.0,8.0
Mercedes-Benz,77138,Gasoline,Automatic,White,Black,None reported,Unknown,49998,6,,,
Volvo,90641,Gasoline,Automatic,White,Other,None reported,Unknown,25999,7,,2.0,
Toyota,177702,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,7700,14,179.0,2.5,4.0
Mercedes-Benz,58350,Gasoline,Automatic,Black,Black,None reported,Yes,29497,7,208.0,2.0,4.0
Chevrolet,86170,Gasoline,Automatic,Black,Black,Accident reported,Yes,17000,15,304.0,3.6,6.0
Mazda,36568,Gasoline,Manual,Blue,Other,Accident reported,Yes,20199,13,167.0,2.0,4.0
Ford,54357,Gasoline,Automatic,White,Grey,None reported,Yes,16250,10,173.0,1.6,4.0
Mercedes-Benz,20394,Gasoline,Automatic,Black,Black,Accident reported,Unknown,59598,10,,,
Kia,7578,Hybrid,Automatic,White,Other,None reported,Unknown,31113,2,,1.6,
Porsche,64800,Gasoline,Manual,Grey,Grey,Accident reported,Yes,20900,15,255.0,2.9,6.0
Toyota,117780,Gasoline,Automatic,Grey,Black,None reported,Yes,27750,9,270.0,4.0,6.0
Hyundai,33100,Unknown,Automatic,Black,Black,None reported,Yes,18200,6,201.0,,
Land,86202,Gasoline,Automatic,Black,Black,None reported,Yes,18750,9,240.0,2.0,4.0
Ford,163000,E85 Flex Fuel,Automatic,White,Grey,None reported,Yes,19550,13,255.0,5.4,8.0
Mercedes-Benz,35400,Gasoline,Automatic,Black,Grey,None reported,Yes,24900,21,302.0,5.0,8.0
Jeep,31000,Gasoline,Automatic,Grey,Black,None reported,Yes,22000,7,180.0,2.4,4.0
Mercedes-Benz,103069,Gasoline,Automatic,Blue,Brown,None reported,Unknown,40998,7,,,
Mercedes-Benz,22480,Gasoline,Automatic,White,Brown,None reported,Yes,135800,4,416.0,4.0,8.0
Tesla,91000,Unknown,Automatic,Silver,White,None reported,Yes,39500,9,691.0,,
Lexus,41500,Gasoline,Automatic,Blue,Black,Accident reported,Yes,44800,15,416.0,5.0,8.0
BMW,91545,Gasoline,Automatic,Black,Black,None reported,Yes,13000,15,300.0,3.0,6.0
Audi,4100,Hybrid,Automatic,Blue,Black,None reported,Yes,162500,3,591.0,4.0,8.0
Buick,110000,Gasoline,Automatic,Gold,Other,None reported,Yes,5000,19,275.0,4.6,8.0
Lincoln,88000,Gasoline,Unknown,Black,Black,None reported,Yes,18500,9,335.0,2.7,6.0
Nissan,42833,Gasoline,Unknown,Blue,Grey,None reported,Yes,37000,7,390.0,5.6,8.0
Porsche,23278,Gasoline,Automatic,Blue,Other,None reported,Unknown,114998,5,,,
Mercedes-Benz,106983,Unknown,Automatic,White,Grey,None reported,Yes,15300,32,,,
BMW,60100,Gasoline,Automatic,Blue,Other,None reported,Yes,24995,10,300.0,3.0,6.0
Jeep,17381,Gasoline,Automatic,Red,Black,None reported,Yes,69685,3,,5.7,
Cadillac,63172,Gasoline,Automatic,Black,Black,Accident reported,Yes,12995,12,202.0,2.5,4.0
Ford,72000,Gasoline,Automatic,White,Grey,Accident reported,Yes,10900,15,136.0,2.0,4.0
Kia,4820,Unknown,Automatic,Red,Black,None reported,Yes,47500,3,320.0,,
Audi,67900,Gasoline,Manual,Silver,Black,Unknown,Unknown,25990,11,333.0,3.0,6.0
Toyota,51000,Gasoline,Automatic,Black,Grey,None reported,Yes,38000,7,381.0,5.7,8.0
Jeep,54500,Gasoline,Automatic,Green,Black,None reported,Yes,35000,12,285.0,3.6,6.0
Maserati,61840,Gasoline,Unknown,Grey,Other,None reported,Yes,16500,19,394.0,4.2,8.0
Mercedes-Benz,28950,Gasoline,Automatic,Blue,Other,Unknown,Unknown,16750,19,302.0,5.0,8.0
GMC,300000,Diesel,Automatic,Black,Grey,Accident reported,Yes,5000,23,300.0,6.6,8.0
Nissan,103400,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,17000,14,261.0,4.0,6.0
BMW,816,Gasoline,Automatic,White,Black,None reported,Unknown,109900,2,,4.4,
Porsche,719,Gasoline,Manual,White,Black,None reported,Yes,489000,9,,4.0,
Land,3678,Hybrid,Automatic,White,Black,None reported,Unknown,81998,2,,,
Ford,107000,E85 Flex Fuel,Automatic,White,Grey,Accident reported,Yes,22000,9,385.0,5.0,8.0
BMW,5018,Gasoline,Automatic,Other,Black,None reported,Unknown,114998,3,,,
Porsche,13850,Gasoline,Manual,Black,Black,None reported,Yes,71400,15,385.0,3.8,6.0
Volvo,46700,Gasoline,Automatic,White,Other,Unknown,Unknown,11400,17,235.0,3.2,6.0
Chrysler,21478,Gasoline,Automatic,Silver,Black,None reported,Unknown,27798,4,,,
Honda,64200,Hybrid,Automatic,White,Black,Accident reported,Yes,20499,5,151.0,1.5,4.0
Porsche,31075,Gasoline,Automatic,Black,Black,None reported,Yes,36250,19,,3.4,
Tesla,25250,Unknown,Automatic,White,White,None reported,Yes,47800,3,455.0,,
BMW,35400,Gasoline,Automatic,Orange,Black,None reported,Yes,71950,5,617.0,4.4,8.0
Audi,74030,Gasoline,Manual,Silver,Grey,None reported,Yes,16000,21,340.0,4.2,8.0
Ford,48549,Diesel,Automatic,Blue,Black,None reported,Unknown,69998,4,,6.7,
Kia,5182,Gasoline,Automatic,White,Black,None reported,Yes,32500,2,146.0,2.0,4.0
RAM,31681,Gasoline,Automatic,White,Black,Accident reported,Yes,33500,6,280.0,3.6,6.0
BMW,23430,Gasoline,Automatic,White,Black,None reported,Unknown,80998,5,,,
Mercedes-Benz,30300,Gasoline,Automatic,White,Black,Accident reported,Yes,29000,10,329.0,3.0,6.0
Cadillac,112000,Gasoline,Automatic,Blue,Other,Accident reported,Yes,14599,9,304.0,3.6,6.0
INFINITI,127356,Gasoline,Automatic,Black,Black,Accident reported,Yes,19990,11,328.0,3.7,6.0
Volkswagen,50600,Gasoline,Automatic,Red,Brown,Accident reported,Yes,28890,8,280.0,3.6,6.0
Chevrolet,194000,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,9950,14,320.0,5.3,8.0
Toyota,33455,Gasoline,Automatic,Green,Black,None reported,Yes,44750,4,381.0,5.7,8.0
BMW,43000,Gasoline,Automatic,Grey,Black,None reported,Yes,35750,3,228.0,2.0,4.0
Mercedes-Benz,46102,Gasoline,Automatic,Black,Other,None reported,Yes,35300,9,429.0,4.7,8.0
Cadillac,59000,Gasoline,Automatic,Black,Black,None reported,Yes,21000,6,304.0,3.6,6.0
Jaguar,134000,Gasoline,Automatic,Black,Other,Accident reported,Yes,9500,21,294.0,4.2,8.0
Chevrolet,3715,Gasoline,Automatic,Black,Black,None reported,Yes,150000,5,650.0,6.2,8.0
Mercedes-Benz,100245,Diesel,Automatic,White,Other,Accident reported,Yes,24000,13,188.0,3.0,6.0
Mercedes-Benz,8583,Gasoline,Automatic,Silver,Black,None reported,Unknown,42999,3,,2.0,
Dodge,141800,Gasoline,Automatic,Red,Grey,Accident reported,Yes,5700,22,230.0,4.7,8.0
Audi,77000,Gasoline,Automatic,White,Black,None reported,Yes,13800,13,211.0,2.0,4.0
Audi,67035,Gasoline,Unknown,Pink,Brown,Accident reported,Yes,31500,7,252.0,2.0,4.0
Audi,61450,Gasoline,Automatic,White,Grey,None reported,Yes,19500,13,333.0,3.0,6.0
Porsche,39500,Gasoline,Unknown,Black,Black,None reported,Yes,52590,10,440.0,4.8,8.0
